Time - Plot 0,Amplitude - Plot 0,Time - vactual,Amplitude - vactual
501,0.452992,501,0.572341
502,0.453225,502,0.575663
503,0.453441,503,0.578983
504,0.453631,504,0.582301
505,0.453792,505,0.585618
506,0.453923,506,0.573104
507,0.453554,507,0.576448
508,0.453694,508,0.579788
509,0.453826,509,0.583126
510,0.453945,510,0.586462
511,0.454046,511,0.589795
512,0.454128,512,0.593125
513,0.454193,513,0.580625
514,0.453769,514,0.583982
515,0.453864,515,0.587335
516,0.453961,516,0.590685
517,0.454053,517,0.594032
518,0.454134,518,0.597376
519,0.454202,519,0.584889
520,0.453783,520,0.588258
521,0.453884,521,0.591623
522,0.453988,522,0.594984
523,0.454086,523,0.582513
524,0.453698,524,0.585897
525,0.45383,525,0.573448
526,0.453488,526,0.592681
527,0.454142,527,0.580222
528,0.453787,528,0.583616
529,0.453937,529,0.587004
530,0.454075,530,0.590387
531,0.454195,531,0.577936
532,0.453821,532,0.581339
533,0.453959,533,0.584735
534,0.454091,534,0.588126
535,0.454209,535,0.591511
536,0.454308,536,0.579062
537,0.453914,537,0.566638
538,0.453561,538,0.570066
539,0.453738,539,0.573488
540,0.453917,540,0.576902
541,0.454083,541,0.564481
542,0.453755,542,0.567911
543,0.453935,543,0.571334
544,0.454104,544,0.574749
545,0.454251,545,0.578157
546,0.454373,546,0.581557
547,0.454469,547,0.584951
548,0.45454,548,0.572511
549,0.454116,549,0.575922
550,0.454207,550,0.579328
551,0.454295,551,0.582727
552,0.454375,552,0.58612
553,0.454442,553,0.589507
554,0.454495,554,0.592889
555,0.454533,555,0.580437
556,0.454086,556,0.599667
557,0.454633,557,0.587205
558,0.454178,558,0.590596
559,0.454239,559,0.593982
560,0.454301,560,0.597364
561,0.454358,561,0.584912
562,0.453933,562,0.588314
563,0.371486,563,0.506697
564,0.209647,564,0.340533
565,0.0599674,565,0.15955
566,-0.0707219,566,0.0429954
567,-0.178339,567,-0.0884065
568,-0.265844,568,-0.171386
569,-0.332965,569,-0.253624
570,-0.383621,570,-0.335236
571,-0.420441,571,-0.40051
572,-0.445549,572,-0.449585
573,-0.461403,573,-0.482584
574,-0.470193,574,-0.499618
575,-0.473786,575,-0.532436
576,-0.474672,576,-0.533571
577,-0.472538,577,-0.534776
578,-0.469312,578,-0.551901
579,-0.46612,579,-0.553275
580,-0.462398,580,-0.554764
581,-0.458944,581,-0.556368
582,-0.455922,582,-0.573915
583,-0.45388,583,-0.559886
584,-0.451351,584,-0.561819
585,-0.449831,585,-0.579677
586,-0.44923,586,-0.565938
587,-0.448003,587,-0.56814
588,-0.447604,588,-0.570418
589,-0.447458,589,-0.572764
590,-0.447503,590,-0.575173
591,-0.447684,591,-0.577639
592,-0.447957,592,-0.580159
593,-0.448285,593,-0.566898
594,-0.44817,594,-0.56954
595,-0.448597,595,-0.572223
596,-0.449033,596,-0.574943
597,-0.449458,597,-0.577697
598,-0.449859,598,-0.580484
599,-0.450228,599,-0.5833
600,-0.450564,600,-0.586144
601,-0.450865,601,-0.573187
602,-0.45066,602,-0.576112
603,-0.450958,603,-0.594888
604,-0.451716,604,-0.581998
605,-0.451447,605,-0.584987
606,-0.451674,606,-0.587994
607,-0.451887,607,-0.57519
608,-0.451609,608,-0.57826
609,-0.451845,609,-0.581344
610,-0.452078,610,-0.584442
611,-0.452296,611,-0.587551
612,-0.452495,612,-0.590671
613,-0.452673,613,-0.593801
614,-0.452828,614,-0.59694
615,-0.452962,615,-0.584261
616,-0.452605,616,-0.587448
617,-0.452764,617,-0.590643
618,-0.452923,618,-0.593844
619,-0.453073,619,-0.59705
620,-0.453209,620,-0.600262
621,-0.45333,621,-0.603479
622,-0.453435,622,-0.6067
623,-0.453524,623,-0.594097
624,-0.453126,624,-0.597357
625,-0.453249,625,-0.60062
626,-0.453375,626,-0.603885
627,-0.453495,627,-0.591324
628,-0.453132,628,-0.594622
629,-0.453289,629,-0.597922
630,-0.453446,630,-0.601221
631,-0.453592,631,-0.588693
632,-0.453249,632,-0.592022
633,-0.453421,633,-0.595349
634,-0.453587,634,-0.598675
635,-0.453738,635,-0.601999
636,-0.45387,636,-0.589493
637,-0.453506,637,-0.592844
638,-0.453655,638,-0.596191
639,-0.453798,639,-0.583708
640,-0.453454,640,-0.587079
641,-0.453625,641,-0.606275
642,-0.454263,642,-0.59378
643,-0.45388,643,-0.597141
644,-0.453994,644,-0.600497
645,-0.454096,645,-0.60385
646,-0.454183,646,-0.591371
647,-0.453779,647,-0.594748
648,-0.453893,648,-0.582291
649,-0.453534,649,-0.585689
650,-0.453698,650,-0.589082
651,-0.453863,651,-0.592469
652,-0.454015,652,-0.595851
653,-0.454147,653,-0.599227
654,-0.454256,654,-0.602598
655,-0.454343,655,-0.605964
656,-0.454407,656,-0.593497
657,-0.453979,657,-0.612713
658,-0.454541,658,-0.600238
659,-0.454098,659,-0.603616
660,-0.454166,660,-0.606991
661,-0.454234,661,-0.594533
662,-0.453823,662,-0.597928
663,-0.453935,663,-0.601319
664,-0.454051,664,-0.604704
665,-0.454159,665,-0.592256
666,-0.453781,666,-0.595662
667,-0.45392,667,-0.599061
668,-0.454056,668,-0.602454
669,-0.45418,669,-0.590014
670,-0.453812,670,-0.593425
671,-0.453958,671,-0.596831
672,-0.454098,672,-0.60023
673,-0.454223,673,-0.603623
674,-0.454328,674,-0.607009
675,-0.454412,675,-0.594562
676,-0.454002,676,-0.597968
677,-0.454107,677,-0.601368
678,-0.454209,678,-0.588933
679,-0.453829,679,-0.592351
680,-0.453967,680,-0.595763
681,-0.454104,681,-0.599167
682,-0.454228,682,-0.602566
683,-0.454334,683,-0.605957
684,-0.45442,684,-0.609343
685,-0.454486,685,-0.596895
686,-0.454059,686,-0.6003
687,-0.45415,687,-0.603699
688,-0.371694,688,-0.522079
689,-0.209835,689,-0.355913
690,-0.0601296,690,-0.190754
691,0.0701146,691,-0.0425107
692,0.178765,692,0.0730349
693,0.265776,693,0.171845
694,0.333381,694,0.254055
695,0.383988,695,0.319811
696,0.420272,696,0.38509
697,0.445372,697,0.434169
698,0.461234,698,0.483001
699,0.470515,699,0.531666
700,0.475017,700,0.548571
701,0.475258,701,0.565483
702,0.473454,702,0.582437
703,0.470506,703,0.599457
704,0.46706,704,0.600732
705,0.463085,705,0.602126
706,0.459397,706,0.603644
707,0.456171,707,0.605282
708,0.453486,708,0.607035
709,0.451354,709,0.593069
710,0.449271,710,0.610891
711,0.44866,711,0.59712
712,0.447452,712,0.599293
713,0.447093,713,0.601543
714,0.446997,714,0.603864
715,0.447096,715,0.590422
716,0.446856,716,0.592896
717,0.447238,717,0.595424
718,0.447686,718,0.597999
719,0.44816,719,0.584791
720,0.448161,720,0.587481
721,0.448677,721,0.590208
722,0.449177,722,0.59297
723,0.449646,723,0.595762
724,0.450074,724,0.598584
725,0.450458,725,0.601433
726,0.450798,726,0.604307
727,0.451096,727,0.591378
728,0.450883,728,0.59433
729,0.45117,729,0.597303
730,0.451442,730,0.600294
731,0.451693,731,0.603304
732,0.451921,732,0.590502
733,0.45165,733,0.593575
734,0.45189,734,0.596661
735,0.452121,735,0.599759
736,0.452337,736,0.587041
737,0.452059,737,0.590193
738,0.452292,738,0.577525
739,0.452044,739,0.580723
740,0.452313,740,0.583929
741,0.452573,741,0.571311
742,0.45234,742,0.574556
743,0.452613,743,0.577805
744,0.452871,744,0.581057
745,0.453102,745,0.584311
746,0.453303,746,0.571738
747,0.452999,747,0.575026
748,0.453198,748,0.562486
749,0.452911,749,0.565804
750,0.453136,750,0.569122
751,0.453351,751,0.572439
752,0.453546,752,0.575754
753,0.453714,753,0.579067
754,0.453854,754,0.582379
755,0.453967,755,0.569862
756,0.453582,756,0.573201
757,0.453709,757,0.576538
758,0.453831,758,0.579873
759,0.453941,759,0.567377
760,0.453564,760,0.570737
761,0.453703,761,0.574094
762,0.45384,762,0.577448
763,0.453965,763,0.580798
764,0.454074,764,0.584145
765,0.454164,765,0.587488
766,0.454235,766,0.590829
767,0.454289,767,0.594166
768,0.454327,768,0.597501
769,0.454353,769,0.585005
770,0.453895,770,0.588366
771,0.453962,771,0.591723
772,0.454037,772,0.579249
773,0.453638,773,0.58263
774,0.453765,774,0.586007
775,0.453897,775,0.58938
776,0.454022,776,0.57692
777,0.453659,777,0.580314
778,0.453812,778,0.567874
779,0.453488,779,0.571288
780,0.453683,780,0.574695
781,0.453872,781,0.578095
782,0.454043,782,0.581489
783,0.454189,783,0.569049
784,0.453835,784,0.588289
785,0.454461,785,0.575836
786,0.45407,786,0.579236
787,0.45418,787,0.566801
788,0.453806,788,0.570219
789,0.45395,789,0.573631
790,0.454091,790,0.561207
791,0.453746,791,0.564636
792,0.453916,792,0.568056
793,0.454078,793,0.57147
794,0.454223,794,0.574876
795,0.454345,795,0.562447
796,0.45397,796,0.581698
797,0.454576,797,0.585084
798,0.454642,798,0.572635
799,0.454205,799,0.576039
800,0.454279,800,0.579437
801,0.45435,801,0.582829
802,0.454413,802,0.586216
803,0.454465,803,0.573769
804,0.454032,804,0.593003
805,0.454593,805,0.596373
806,0.454624,806,0.58391
807,0.454162,807,0.587301
808,0.454219,808,0.590687
809,0.45428,809,0.578239
810,0.453864,810,0.581646
811,0.453975,811,0.600874
812,0.454563,812,0.588411
813,0.371592,813,0.490959
814,0.209258,814,0.32482
815,0.0596185,815,0.159688
816,-0.0705424,816,0.0272981
817,-0.178632,817,-0.0882533
818,-0.265618,818,-0.171242
819,-0.332746,819,-0.253489
820,-0.383424,820,-0.335109
821,-0.420275,821,-0.400392
822,-0.445415,822,-0.449474
823,-0.461301,823,-0.482481
824,-0.470119,824,-0.51535
825,-0.474211,825,-0.516489
826,-0.474111,826,-0.533489
827,-0.472513,827,-0.550528
828,-0.469784,828,-0.5518
829,-0.466075,829,-0.55318
830,-0.462351,830,-0.554674
831,-0.458899,831,-0.556284
832,-0.455884,832,-0.573836
833,-0.45385,833,-0.575639
834,-0.451803,834,-0.577547
835,-0.45023,835,-0.579552
836,-0.44909,836,-0.56582
837,-0.447852,837,-0.568029
838,-0.447458,838,-0.570313
839,-0.447328,839,-0.572666
840,-0.447393,840,-0.575082
841,-0.447596,841,-0.577554
842,-0.44789,842,-0.580079
843,-0.448238,843,-0.582652
844,-0.448613,844,-0.569441
845,-0.448521,845,-0.572129
846,-0.448955,846,-0.574855
847,-0.449385,847,-0.577615
848,-0.449796,848,-0.580406
849,-0.450177,849,-0.583227
850,-0.450525,850,-0.586076
851,-0.450838,851,-0.588951
852,-0.451117,852,-0.576022
853,-0.45089,853,-0.594803
854,-0.451642,854,-0.597746
855,-0.451848,855,-0.584881
856,-0.45155,856,-0.587894
857,-0.451759,857,-0.590924
858,-0.451962,858,-0.59397
859,-0.452153,859,-0.581203
860,-0.451856,860,-0.584308
861,-0.452076,861,-0.587425
862,-0.452293,862,-0.590553
863,-0.452498,863,-0.577863
864,-0.452211,864,-0.58104
865,-0.452437,865,-0.584225
866,-0.452657,866,-0.587417
867,-0.452859,867,-0.590614
868,-0.45304,868,-0.593817
869,-0.453196,869,-0.597026
870,-0.45333,870,-0.600239
871,-0.453441,871,-0.587629
872,-0.45306,872,-0.606709
873,-0.453668,873,-0.594106
874,-0.453269,874,-0.597365
875,-0.453382,875,-0.584799
876,-0.45302,876,-0.603922
877,-0.453657,877,-0.607187
878,-0.453763,878,-0.594625
879,-0.453373,879,-0.597923
880,-0.453497,880,-0.601222
881,-0.453619,881,-0.588692
882,-0.453258,882,-0.592021
883,-0.453418,883,-0.595348
884,-0.453578,884,-0.598674
885,-0.453725,885,-0.58617
886,-0.453382,886,-0.60535
887,-0.454025,887,-0.592841
888,-0.453656,888,-0.596189
889,-0.453789,889,-0.599533
890,-0.453913,890,-0.587046
891,-0.453549,891,-0.606243
892,-0.454173,892,-0.59375
893,-0.453786,893,-0.597112
894,-0.453906,894,-0.600471
895,-0.454018,895,-0.603825
896,-0.454116,896,-0.591349
897,-0.453725,897,-0.578898
898,-0.453378,898,-0.582302
899,-0.453563,899,-0.5857
900,-0.453751,900,-0.589093
901,-0.453926,901,-0.576652
902,-0.453608,902,-0.595891
903,-0.454271,903,-0.583437
904,-0.453915,904,-0.586836
905,-0.454057,905,-0.606058
906,-0.454657,906,-0.593586
907,-0.454231,907,-0.596969
908,-0.454303,908,-0.600346
